ArraySize,S,TotalKeyCmp,KeyCmpInsertionSort,Runtime
1000000, 1, 18673490, 0, 987.404
1000000, 2, 18673490, 475712, 826.344
1000000, 3, 18673564, 556714, 805.395
1000000, 4, 18727065, 1179480, 683.182
1000000, 5, 18727065, 1179480, 690.948
1000000, 6, 18727065, 1179480, 692.139
1000000, 7, 18820635, 1535369, 643.982
1000000, 8, 19073123, 2315881, 576.668
1000000, 9, 19073123, 2315881, 575.812
1000000, 10, 19073123, 2315881, 575.92
1000000, 11, 19073123, 2315881, 576.563
1000000, 12, 19073123, 2315881, 580.035
1000000, 13, 19073123, 2315881, 575.943
1000000, 14, 19073123, 2315881, 575.98
1000000, 15, 19890997, 3776139, 525.181
1000000, 16, 20225733, 4352018, 507.639
1000000, 17, 20225733, 4352018, 511.547
1000000, 18, 20225733, 4352018, 512.926
1000000, 19, 20225733, 4352018, 523.407
1000000, 20, 20225733, 4352018, 508.951
1000000, 21, 20225733, 4352018, 508.282
1000000, 22, 20225733, 4352018, 507.475
1000000, 23, 20225733, 4352018, 508.086
1000000, 24, 20225733, 4352018, 507.914
1000000, 25, 20225733, 4352018, 508.026
1000000, 26, 20225733, 4352018, 512.762
1000000, 27, 20225733, 4352018, 507.865
1000000, 28, 20225733, 4352018, 507.476
1000000, 29, 20225733, 4352018, 525.295
1000000, 30, 21607893, 6178521, 495.938
1000000, 31, 23201902, 8266274, 492.31
1000000, 32, 23201902, 8266274, 502.398
1000000, 33, 23201902, 8266274, 485.284
1000000, 34, 23201902, 8266274, 498.33
1000000, 35, 23201902, 8266274, 487.772
1000000, 36, 23201902, 8266274, 483.673
1000000, 37, 23201902, 8266274, 488.49
1000000, 38, 23201902, 8266274, 483.122
1000000, 39, 23201902, 8266274, 485.568
1000000, 40, 23201902, 8266274, 489.436
1000000, 41, 23201902, 8266274, 484.554
1000000, 42, 23201902, 8266274, 484.298
1000000, 43, 23201902, 8266274, 483.348
1000000, 44, 23201902, 8266274, 484.746
1000000, 45, 23201902, 8266274, 488.643
1000000, 46, 23201902, 8266274, 487.774
1000000, 47, 23201902, 8266274, 491.472
1000000, 48, 23201902, 8266274, 484.641
1000000, 49, 23201902, 8266274, 500.181
1000000, 50, 23201902, 8266274, 484.238
1000000, 51, 23201902, 8266274, 484.243
1000000, 52, 23201902, 8266274, 483.664
1000000, 53, 23201902, 8266274, 488.618
1000000, 54, 23201902, 8266274, 484.803
1000000, 55, 23201902, 8266274, 484.918
1000000, 56, 23201902, 8266274, 483.9
1000000, 57, 23201902, 8266274, 484.721
1000000, 58, 23201902, 8266274, 484.304
1000000, 59, 23201902, 8266274, 488.121
1000000, 60, 23201902, 8266274, 483.794
1000000, 61, 29664386, 15662543, 512.516
1000000, 62, 29909385, 15942100, 519.128
1000000, 63, 29909385, 15942100, 514.922
1000000, 64, 29909385, 15942100, 526.812
1000000, 65, 29909385, 15942100, 514.223
1000000, 66, 29909385, 15942100, 514.279
1000000, 67, 29909385, 15942100, 513.813
1000000, 68, 29909385, 15942100, 513.76
1000000, 69, 29909385, 15942100, 521.173
1000000, 70, 29909385, 15942100, 516.94
1000000, 71, 29909385, 15942100, 522.249
1000000, 72, 29909385, 15942100, 520.172
1000000, 73, 29909385, 15942100, 521.329
1000000, 74, 29909385, 15942100, 514.049
1000000, 75, 29909385, 15942100, 514.378
1000000, 76, 29909385, 15942100, 513.978
1000000, 77, 29909385, 15942100, 514.249
1000000, 78, 29909385, 15942100, 514.041
1000000, 79, 29909385, 15942100, 532.086
1000000, 80, 29909385, 15942100, 514.094
1000000, 81, 29909385, 15942100, 515.283
1000000, 82, 29909385, 15942100, 515.773
1000000, 83, 29909385, 15942100, 519.82
1000000, 84, 29909385, 15942100, 520.538
1000000, 85, 29909385, 15942100, 514.616
1000000, 86, 29909385, 15942100, 514.767
1000000, 87, 29909385, 15942100, 514.702
1000000, 88, 29909385, 15942100, 513.893
1000000, 89, 29909385, 15942100, 514.684
1000000, 90, 29909385, 15942100, 514.489
1000000, 91, 29909385, 15942100, 514.908
1000000, 92, 29909385, 15942100, 514.362
1000000, 93, 29909385, 15942100, 514.915
1000000, 94, 29909385, 15942100, 514.931
1000000, 95, 29909385, 15942100, 532.633
1000000, 96, 29909385, 15942100, 515.13
1000000, 97, 29909385, 15942100, 518.083
1000000, 98, 29909385, 15942100, 519.338
1000000, 99, 29909385, 15942100, 528.645
1000000, 100, 29909385, 15942100, 514.247
1000000, 101, 29909385, 15942100, 513.587
1000000, 102, 29909385, 15942100, 514.452
1000000, 103, 29909385, 15942100, 512.981
1000000, 104, 29909385, 15942100, 513.475
1000000, 105, 29909385, 15942100, 514.044
1000000, 106, 29909385, 15942100, 519.412
1000000, 107, 29909385, 15942100, 513.007
1000000, 108, 29909385, 15942100, 527.354
1000000, 109, 29909385, 15942100, 512.989
1000000, 110, 29909385, 15942100, 514.011
1000000, 111, 29909385, 15942100, 513.3
1000000, 112, 29909385, 15942100, 514.081
1000000, 113, 29909385, 15942100, 518.25
1000000, 114, 29909385, 15942100, 519.544
1000000, 115, 29909385, 15942100, 513.014
1000000, 116, 29909385, 15942100, 514.216
1000000, 117, 29909385, 15942100, 513.205
1000000, 118, 29909385, 15942100, 519.182
1000000, 119, 29909385, 15942100, 513.582
1000000, 120, 29909385, 15942100, 513.601
1000000, 121, 29909385, 15942100, 518.826
1000000, 122, 43204438, 30151152, 622.894
1000000, 123, 44225724, 31242158, 641.61
1000000, 124, 44225724, 31242158, 631.777
1000000, 125, 44225724, 31242158, 631.252
1000000, 126, 44225724, 31242158, 631.651
1000000, 127, 44225724, 31242158, 638.756
1000000, 128, 44225724, 31242158, 630.803
1000000, 129, 44225724, 31242158, 630.813
1000000, 130, 44225724, 31242158, 631.433
1000000, 131, 44225724, 31242158, 630.758
1000000, 132, 44225724, 31242158, 631.511
1000000, 133, 44225724, 31242158, 637.552
1000000, 134, 44225724, 31242158, 638.913
1000000, 135, 44225724, 31242158, 647.407
1000000, 136, 44225724, 31242158, 631.681
1000000, 137, 44225724, 31242158, 632.047
1000000, 138, 44225724, 31242158, 631.344
1000000, 139, 44225724, 31242158, 631.882
1000000, 140, 44225724, 31242158, 631.405
1000000, 141, 44225724, 31242158, 631.217
1000000, 142, 44225724, 31242158, 631.771
1000000, 143, 44225724, 31242158, 630.808
1000000, 144, 44225724, 31242158, 630.996
1000000, 145, 44225724, 31242158, 632.046
1000000, 146, 44225724, 31242158, 631.177
1000000, 147, 44225724, 31242158, 631.149
1000000, 148, 44225724, 31242158, 647.683
1000000, 149, 44225724, 31242158, 631.779
1000000, 150, 44225724, 31242158, 631.753
1000000, 151, 44225724, 31242158, 631.733
1000000, 152, 44225724, 31242158, 638.316
1000000, 153, 44225724, 31242158, 630.928
1000000, 154, 44225724, 31242158, 631.024
1000000, 155, 44225724, 31242158, 631.023
1000000, 156, 44225724, 31242158, 637.689
1000000, 157, 44225724, 31242158, 635.228
1000000, 158, 44225724, 31242158, 631.998
1000000, 159, 44225724, 31242158, 630.902
1000000, 160, 44225724, 31242158, 646.187
1000000, 161, 44225724, 31242158, 631.943
1000000, 162, 44225724, 31242158, 639.165
1000000, 163, 44225724, 31242158, 631.948
1000000, 164, 44225724, 31242158, 631.549
1000000, 165, 44225724, 31242158, 633.896
1000000, 166, 44225724, 31242158, 631.516
1000000, 167, 44225724, 31242158, 631.901
1000000, 168, 44225724, 31242158, 630.293
1000000, 169, 44225724, 31242158, 630.786
1000000, 170, 44225724, 31242158, 631.033
1000000, 171, 44225724, 31242158, 630.891
1000000, 172, 44225724, 31242158, 631.887
1000000, 173, 44225724, 31242158, 649.256
1000000, 174, 44225724, 31242158, 630.971
1000000, 175, 44225724, 31242158, 631.645
1000000, 176, 44225724, 31242158, 631.362
1000000, 177, 44225724, 31242158, 631.188
1000000, 178, 44225724, 31242158, 631.449
1000000, 179, 44225724, 31242158, 631.136
1000000, 180, 44225724, 31242158, 630.849
1000000, 181, 44225724, 31242158, 631.076
1000000, 182, 44225724, 31242158, 632.109
1000000, 183, 44225724, 31242158, 631.746
1000000, 184, 44225724, 31242158, 630.917
1000000, 185, 44225724, 31242158, 645.216
1000000, 186, 44225724, 31242158, 631.05
1000000, 187, 44225724, 31242158, 631.5
1000000, 188, 44225724, 31242158, 631
1000000, 189, 44225724, 31242158, 631.019
1000000, 190, 44225724, 31242158, 630.833
1000000, 191, 44225724, 31242158, 637.617
1000000, 192, 44225724, 31242158, 632.845
1000000, 193, 44225724, 31242158, 631.625
1000000, 194, 44225724, 31242158, 630.739
1000000, 195, 44225724, 31242158, 630.803
1000000, 196, 44225724, 31242158, 630.902
1000000, 197, 44225724, 31242158, 631.044
1000000, 198, 44225724, 31242158, 646.679
1000000, 199, 44225724, 31242158, 638.495
1000000, 200, 44225724, 31242158, 638.145
1000000, 201, 44225724, 31242158, 631.679
1000000, 202, 44225724, 31242158, 632.762
1000000, 203, 44225724, 31242158, 631.088
1000000, 204, 44225724, 31242158, 631.1
1000000, 205, 44225724, 31242158, 631.69
1000000, 206, 44225724, 31242158, 637.985
1000000, 207, 44225724, 31242158, 631.884
1000000, 208, 44225724, 31242158, 632.056
1000000, 209, 44225724, 31242158, 638.795
1000000, 210, 44225724, 31242158, 645.709
1000000, 211, 44225724, 31242158, 632.271
1000000, 212, 44225724, 31242158, 631.955
1000000, 213, 44225724, 31242158, 631.897
1000000, 214, 44225724, 31242158, 637.586
1000000, 215, 44225724, 31242158, 631.367
1000000, 216, 44225724, 31242158, 631.814
1000000, 217, 44225724, 31242158, 631.885
1000000, 218, 44225724, 31242158, 631.729
1000000, 219, 44225724, 31242158, 631.409
1000000, 220, 44225724, 31242158, 630.737
1000000, 221, 44225724, 31242158, 636.867
1000000, 222, 44225724, 31242158, 639.559
1000000, 223, 44225724, 31242158, 651.683
1000000, 224, 44225724, 31242158, 640.409
1000000, 225, 44225724, 31242158, 639.053
1000000, 226, 44225724, 31242158, 632.109
1000000, 227, 44225724, 31242158, 632.471
1000000, 228, 44225724, 31242158, 631.231
1000000, 229, 44225724, 31242158, 631.156
1000000, 230, 44225724, 31242158, 637.755
1000000, 231, 44225724, 31242158, 630.883
1000000, 232, 44225724, 31242158, 632.719
1000000, 233, 44225724, 31242158, 638.179
1000000, 234, 44225724, 31242158, 631.902
1000000, 235, 44225724, 31242158, 646.048
1000000, 236, 44225724, 31242158, 631.228
1000000, 237, 44225724, 31242158, 638.594
1000000, 238, 44225724, 31242158, 639.874
1000000, 239, 44225724, 31242158, 632.302
1000000, 240, 44225724, 31242158, 630.982
1000000, 241, 44225724, 31242158, 631.161
1000000, 242, 44225724, 31242158, 631.548
1000000, 243, 44225724, 31242158, 630.889
1000000, 244, 69578922, 57447264, 871.174
1000000, 245, 73752766, 61761038, 921.637
1000000, 246, 73752766, 61761038, 910.061
1000000, 247, 73752766, 61761038, 921.655
1000000, 248, 73752766, 61761038, 910.062
1000000, 249, 73752766, 61761038, 910.771
1000000, 250, 73752766, 61761038, 910.405
1000000, 251, 73752766, 61761038, 909.117
1000000, 252, 73752766, 61761038, 920.391
1000000, 253, 73752766, 61761038, 911.018
1000000, 254, 73752766, 61761038, 911.447
1000000, 255, 73752766, 61761038, 910.341
1000000, 256, 73752766, 61761038, 926.884
1000000, 257, 73752766, 61761038, 911.256
1000000, 258, 73752766, 61761038, 910.832
1000000, 259, 73752766, 61761038, 910.48
1000000, 260, 73752766, 61761038, 920.884
1000000, 261, 73752766, 61761038, 920.662
1000000, 262, 73752766, 61761038, 921.055
1000000, 263, 73752766, 61761038, 910.547
1000000, 264, 73752766, 61761038, 909.683
1000000, 265, 73752766, 61761038, 925.553
1000000, 266, 73752766, 61761038, 909.554
1000000, 267, 73752766, 61761038, 910.117
1000000, 268, 73752766, 61761038, 911.679
1000000, 269, 73752766, 61761038, 909.843
1000000, 270, 73752766, 61761038, 909.779
1000000, 271, 73752766, 61761038, 910.62
1000000, 272, 73752766, 61761038, 910.484
1000000, 273, 73752766, 61761038, 910.475
1000000, 274, 73752766, 61761038, 921.308
1000000, 275, 73752766, 61761038, 914.029
1000000, 276, 73752766, 61761038, 910.004
1000000, 277, 73752766, 61761038, 910.238
1000000, 278, 73752766, 61761038, 909.963
1000000, 279, 73752766, 61761038, 909.939
1000000, 280, 73752766, 61761038, 909.93
1000000, 281, 73752766, 61761038, 910.306
1000000, 282, 73752766, 61761038, 909.287
1000000, 283, 73752766, 61761038, 910.056
1000000, 284, 73752766, 61761038, 921.814
1000000, 285, 73752766, 61761038, 920.074
1000000, 286, 73752766, 61761038, 911.822
1000000, 287, 73752766, 61761038, 920.009
1000000, 288, 73752766, 61761038, 908.978
1000000, 289, 73752766, 61761038, 910.574
1000000, 290, 73752766, 61761038, 911.257
1000000, 291, 73752766, 61761038, 920.848
1000000, 292, 73752766, 61761038, 909.989
1000000, 293, 73752766, 61761038, 926.894
1000000, 294, 73752766, 61761038, 910.483
1000000, 295, 73752766, 61761038, 910.184
1000000, 296, 73752766, 61761038, 911.175
1000000, 297, 73752766, 61761038, 909.468
1000000, 298, 73752766, 61761038, 919.653
1000000, 299, 73752766, 61761038, 910.915
1000000, 300, 73752766, 61761038, 909.217
1000000, 301, 73752766, 61761038, 910.06
1000000, 302, 73752766, 61761038, 913.606
1000000, 303, 73752766, 61761038, 911.616
1000000, 304, 73752766, 61761038, 911.514
1000000, 305, 73752766, 61761038, 910.42
1000000, 306, 73752766, 61761038, 918.86
1000000, 307, 73752766, 61761038, 910.67
1000000, 308, 73752766, 61761038, 910.736
1000000, 309, 73752766, 61761038, 910.842
1000000, 310, 73752766, 61761038, 909.757
1000000, 311, 73752766, 61761038, 909.5
1000000, 312, 73752766, 61761038, 930.385
1000000, 313, 73752766, 61761038, 910.714
1000000, 314, 73752766, 61761038, 920.46
1000000, 315, 73752766, 61761038, 909.798
1000000, 316, 73752766, 61761038, 911.046
1000000, 317, 73752766, 61761038, 910.586
1000000, 318, 73752766, 61761038, 910.516
1000000, 319, 73752766, 61761038, 910.143
1000000, 320, 73752766, 61761038, 911.501
1000000, 321, 73752766, 61761038, 924.87
1000000, 322, 73752766, 61761038, 911.427
1000000, 323, 73752766, 61761038, 921.327
1000000, 324, 73752766, 61761038, 909.849
1000000, 325, 73752766, 61761038, 910.611
1000000, 326, 73752766, 61761038, 910.607
1000000, 327, 73752766, 61761038, 923.112
1000000, 328, 73752766, 61761038, 910.842
1000000, 329, 73752766, 61761038, 912.272
1000000, 330, 73752766, 61761038, 925.966
1000000, 331, 73752766, 61761038, 910.851
1000000, 332, 73752766, 61761038, 909.497
1000000, 333, 73752766, 61761038, 910.451
1000000, 334, 73752766, 61761038, 911.317
1000000, 335, 73752766, 61761038, 934.35
1000000, 336, 73752766, 61761038, 925.093
1000000, 337, 73752766, 61761038, 913.153
1000000, 338, 73752766, 61761038, 909.968
1000000, 339, 73752766, 61761038, 910.562
1000000, 340, 73752766, 61761038, 916.642
1000000, 341, 73752766, 61761038, 920.72
1000000, 342, 73752766, 61761038, 920.822
1000000, 343, 73752766, 61761038, 909.84
1000000, 344, 73752766, 61761038, 910.996
1000000, 345, 73752766, 61761038, 909.519
1000000, 346, 73752766, 61761038, 919.84
1000000, 347, 73752766, 61761038, 909.589
1000000, 348, 73752766, 61761038, 910.229
1000000, 349, 73752766, 61761038, 925.751
1000000, 350, 73752766, 61761038, 909.924
1000000, 351, 73752766, 61761038, 912.805
1000000, 352, 73752766, 61761038, 909.91
1000000, 353, 73752766, 61761038, 911.086
1000000, 354, 73752766, 61761038, 909.814
1000000, 355, 73752766, 61761038, 920.114
1000000, 356, 73752766, 61761038, 909.808
1000000, 357, 73752766, 61761038, 909.906
1000000, 358, 73752766, 61761038, 927.388
1000000, 359, 73752766, 61761038, 909.234
1000000, 360, 73752766, 61761038, 922.525
1000000, 361, 73752766, 61761038, 932.606
1000000, 362, 73752766, 61761038, 918.361
1000000, 363, 73752766, 61761038, 911.1
1000000, 364, 73752766, 61761038, 924.464
1000000, 365, 73752766, 61761038, 910.007
1000000, 366, 73752766, 61761038, 931.054
1000000, 367, 73752766, 61761038, 934.248
1000000, 368, 73752766, 61761038, 925.413
1000000, 369, 73752766, 61761038, 929.768
1000000, 370, 73752766, 61761038, 911.319
1000000, 371, 73752766, 61761038, 932.826
1000000, 372, 73752766, 61761038, 913.17
1000000, 373, 73752766, 61761038, 933.524
1000000, 374, 73752766, 61761038, 923.998
1000000, 375, 73752766, 61761038, 950.064
1000000, 376, 73752766, 61761038, 931.46
1000000, 377, 73752766, 61761038, 1016.11
1000000, 378, 73752766, 61761038, 985.432
1000000, 379, 73752766, 61761038, 937.546
1000000, 380, 73752766, 61761038, 918.206
1000000, 381, 73752766, 61761038, 911.719
1000000, 382, 73752766, 61761038, 928.026
